example_id,baseline_correct,treatment_correct,baseline_chars,treatment_chars,baseline_tokens,treatment_tokens,baseline_parsed,treatment_parsed
gsm8k-test-01224-d7b5398f,0,0,107,108,288,288,2,2
gsm8k-test-01225-4181c7ad,0,0,5,3,262,260,8,5
gsm8k-test-01226-dde46487,0,0,5,5,153,162,135,135
gsm8k-test-01227-619fa223,1,0,96,95,288,288,66,1
gsm8k-test-01228-3931b636,0,1,4,4,261,261,23,31
gsm8k-test-01229-38bdd73b,1,0,4,98,148,288,36,80
gsm8k-test-01230-cd7058cf,0,1,117,5,288,262,480,440
gsm8k-test-01231-f5af76ef,0,0,72,7,288,264,90,66.67
gsm8k-test-01232-471ad408,0,0,3,96,114,288,5,20
gsm8k-test-01233-609f5da6,0,0,5,4,197,181,108,27
gsm8k-test-01234-b59a44d3,1,1,4,4,171,133,12,12
gsm8k-test-01235-78dd8c8b,0,0,32,6,288,218,0.00000000000000000000000000000,18.5
gsm8k-test-01236-dc39201f,0,0,4,4,261,170,24,30
gsm8k-test-01237-68263ad7,1,0,4,4,149,194,78,69
gsm8k-test-01238-a2a8fd63,0,0,98,93,288,288,1.00,1.00
gsm8k-test-01239-d41990a9,0,1,6,4,262,250,250,50
gsm8k-test-01240-ffc98910,0,0,4,4,261,186,41,11
gsm8k-test-01241-b36d2503,0,0,5,5,262,149,144,-84
gsm8k-test-01242-738f3e64,1,1,4,4,135,138,20,20
gsm8k-test-01243-06a2b53d,1,0,88,92,288,288,50,2
gsm8k-test-01244-473c3547,0,1,4,4,261,261,77,35
gsm8k-test-01245-851383ce,1,1,4,4,261,246,96,96
gsm8k-test-01246-88c5c9b0,1,1,6,6,263,167,3360,3360
gsm8k-test-01247-5b64f571,0,0,3,3,89,121,4,1
gsm8k-test-01248-9d6030c8,0,0,5,5,262,262,375,375
gsm8k-test-01249-ff564eee,0,0,4,4,222,173,32,48
gsm8k-test-01250-74489dd2,1,0,4,114,112,288,22,55
gsm8k-test-01251-a4593649,0,0,102,98,288,288,5,52.5
gsm8k-test-01252-8b33d0a0,0,0,4,4,123,202,40,50
gsm8k-test-01253-3c9fa086,0,0,117,107,288,288,24,15
gsm8k-test-01254-913049ca,1,0,4,12,261,262,30,42
gsm8k-test-01255-6ddcb10d,0,1,4,4,261,246,11,12
gsm8k-test-01256-ab8dc3a9,0,1,4,4,261,150,10,15
gsm8k-test-01257-3a86a057,1,0,4,125,139,288,14,56
gsm8k-test-01258-0f52b2f2,0,0,99,135,288,288,10,20
gsm8k-test-01259-2e4540b8,0,0,5,5,162,120,600,600
gsm8k-test-01260-dfd7ef9b,1,0,3,4,118,260,5,30
gsm8k-test-01261-d4914b2e,0,0,90,99,288,288,125.00,5
gsm8k-test-01262-48de5137,1,0,4,32,261,288,12,0.02222222222222222222222222222
gsm8k-test-01263-fbca4a50,0,0,5,5,227,261,300,460
gsm8k-test-01264-7d9f9a11,0,0,5,4,262,261,100,60
gsm8k-test-01265-4d6fc740,0,0,4,11,261,265,30,1
gsm8k-test-01266-d9a86b5e,0,0,4,4,261,153,56,21
gsm8k-test-01267-6195030e,0,0,4,83,142,288,80,4
gsm8k-test-01268-8ad95507,0,0,13,4,159,261,2,18
gsm8k-test-01269-c9da3080,0,0,5,5,198,188,234,144
gsm8k-test-01270-0200e645,0,0,68,111,288,288,10,
gsm8k-test-01271-5343412b,0,0,5,5,164,234,155,100
gsm8k-test-01272-db8209d8,1,0,5,8,262,213,296,103.33
gsm8k-test-01273-6a0784b8,0,0,88,3,288,260,52,5
gsm8k-test-01274-1e1f15a4,0,1,120,4,288,180,1,38
gsm8k-test-01275-a1fdabcd,1,0,4,87,261,288,16,1200
gsm8k-test-01276-93fd7b8f,0,0,4,4,196,261,85,30
gsm8k-test-01277-b8b9bfd3,1,0,4,4,124,134,48,20
gsm8k-test-01278-8b75a122,1,1,5,5,97,97,665,665
gsm8k-test-01279-d5109d41,0,1,91,5,288,262,12,180
gsm8k-test-01280-23d18a9f,0,0,3,4,158,170,6,12
gsm8k-test-01281-22d608d6,1,0,40,5,269,225,20,260
gsm8k-test-01282-58b5e29a,0,0,102,4,288,261,14,14
gsm8k-test-01283-6870edb8,1,1,4,102,261,288,60,60
gsm8k-test-01284-36085227,0,0,99,4,288,261,100,36
gsm8k-test-01285-191ddec1,1,0,7,7,264,119,1218,1188
gsm8k-test-01286-5e272f34,0,1,8,5,265,155,10500,105
gsm8k-test-01287-d3419c82,0,0,5,4,259,245,113,66
gsm8k-test-01288-370f1dab,0,0,3,3,201,260,7,7
gsm8k-test-01289-d2df3eca,0,0,5,5,262,208,325,325
gsm8k-test-01290-7aa654e3,0,0,4,111,126,288,39,50
gsm8k-test-01291-c9a43592,1,1,117,76,288,288,27,27
gsm8k-test-01292-dbffd01c,0,0,81,82,288,288,10,10
gsm8k-test-01293-46bce910,1,0,8,7,265,149,140000,10000
gsm8k-test-01294-e53a57cf,0,0,4,4,261,204,32,40
gsm8k-test-01295-0c0f15cc,1,1,3,3,260,260,2,2
gsm8k-test-01296-a7934457,1,0,5,5,183,101,335,235
gsm8k-test-01297-ac83a1ad,0,0,4,99,261,288,10,2
gsm8k-test-01298-514116d4,0,0,8,7,233,215,433.37,10.55
gsm8k-test-01299-d4350e7f,0,0,7,7,98,98,11.50,11.50
gsm8k-test-01300-0e15d215,0,0,110,87,288,288,3,3
gsm8k-test-01301-f7764199,0,0,4,14,261,246,21,8
gsm8k-test-01302-0d5bf735,1,1,4,4,172,261,72,72
gsm8k-test-01303-82304ae7,0,0,3,5,196,262,7,294
gsm8k-test-01304-83dce85a,1,1,6,6,224,186,1000,1000
gsm8k-test-01305-fb7a39c5,0,1,91,6,288,116,7995,2325
gsm8k-test-01306-19f8f54a,0,0,106,3,288,206,5,8
gsm8k-test-01307-e47612db,1,0,106,32,288,288,8,1000000000000000000000000000000
gsm8k-test-01308-d235b82a,1,1,4,4,113,126,30,30
gsm8k-test-01309-5dc76d77,0,0,95,110,288,288,320,320
gsm8k-test-01310-055e0111,0,0,96,81,288,288,2,16
gsm8k-test-01311-e5deb6c1,1,0,5,5,262,191,594,606
gsm8k-test-01312-b614c3bc,0,0,81,89,288,288,3,6
gsm8k-test-01313-e4d81d5a,0,1,6,6,211,163,0.40,2.00
gsm8k-test-01314-74a28283,0,0,84,96,288,288,10,19
gsm8k-test-01315-aea1f30b,0,0,102,4,288,145,1,12
gsm8k-test-01316-c0676c5d,0,0,93,92,288,288,1,470
gsm8k-test-01317-8140dfb0,1,1,3,3,260,204,5,5
gsm8k-test-01318-d633d02d,1,1,4,4,261,142,14,14
